Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime,,,
Terminator Genisys (English),01-Jul-15,6.2 Cr,20 Cr,0 Cr N.A,23,,,
Miss Tanakpur Haazir Ho,26-Jun-15,0.31 Cr,1.03 Cr,1.28 Cr,1.3,,,
Inside Out (English),26-Jun-15,0.35 Cr,2.05 Cr,3.27 Cr,4.3,,,
Uvaa,26-Jun-15,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
ABCD ?€? Any Body Can Dance ?€? 2,19-Jun-15,14.30 Cr,46.35 Cr,71.78 Cr,105,,,
Hamari Adhuri Kahani,12-Jun-15,5.04 Cr,16.49 Cr,27.12 Cr,34,,,
Jurassic World (English),11-Jun-15,0 Cr N.A,24 Cr,39.9 Cr,101,,,
Lateef,05-Jun-15,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Dil Dhadakne Do,05-Jun-15,10.53 Cr,37.05 Cr,56.10 Cr,76,,,
Chor Bazaari,29-May-15,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
P Se PM Tak,29-May-15,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
I Love Desi,29-May-15,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Ishqedarriyaan,29-May-15,0.27 Cr,1.07 Cr,0 Cr N.A,1.2,,,
Welcome 2 Karachi,28-May-15,1.68 Cr,5.38 Cr,8.3 Cr,8.3,,,
Surkhaab,22-May-15,N.A. Cr,N.A. Cr,0.004 Cr,0,,,
Main Hoon (Part-Time) Killer,22-May-15,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Extraordinaari,22-May-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Tanu Weds Manu Returns,22-May-15,8.85 Cr,38.15 Cr,70.02 Cr,150,,,
Bombay Velvet,15-May-15,5.20 Cr,16.10 Cr,22.27 Cr,23,,,
Mad Max: Fury Road (English),15-May-15,0 Cr N.A,0 Cr N.A,5.25 Cr,5.2,,,
Makad Jaala,08-May-15,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Kuch Kuch Locha Hai,08-May-15,0.75 Cr,2.25 Cr,3.22 Cr,3.2,,,
Piku,08-May-15,5.32 Cr,25.22 Cr,41.42 Cr,79,,,
Sabki Bajegi Band,01-May-15,0 Cr N.A,0 Cr N.A,0.18 Cr,0.2,,,
Gabbar Is Back,01-May-15,13.05 Cr,39.41 Cr,59.86 Cr,87,,,
Kaagaz Ke Fools,24-Apr-15,0 Cr N.A,0 Cr N.A,0.36 Cr,0.3,,,
Jai Ho! Democracy,24-Apr-15,0 Cr N.A,0 Cr N.A,0.13 Cr,0.1,,,
Ishq Ke Parindey,24-Apr-15,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Avengers: Age Of Ultron (English),24-Apr-15,10.98 Cr,36.1 Cr,53.75 Cr,80,,,
Ek Adhbut Dakshina?€? Guru Dakshina,17-Apr-15,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
NH-8 ?€? Road To Nidhivan,17-Apr-15,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Margarita With A Straw,17-Apr-15,0.50 Cr,2.06 Cr,3.28 Cr,4.5,,,
Mr. X,17-Apr-15,4.5 Cr,13.99 Cr,22.75 Cr,24,,,
Broken Horses,10-Apr-15,N.A. Cr,N.A. Cr,N.A. Cr,24,,,
Ek Paheli Leela,10-Apr-15,5.30 Cr,15.85 Cr,24.28 Cr,26,,,
Barefoot To Goa,10-Apr-15,N.A. Cr,N.A. Cr,0.03 Cr,0,,,
Dharam Sankat Mein,10-Apr-15,1.3 Cr,5.15 Cr,7.97 Cr,8.6,,,
Tere Ishq Mein Qurbaan,03-Apr-15,N.A Cr,N.A Cr,0.001 Cr,0,,,
Detective Byomkesh Bakshy!,03-Apr-15,4.20 Cr,14.06 Cr,19.87 Cr,27,,,
Fast & Furious 7 (English),02-Apr-15,0 Cr N.A,0 Cr N.A,0 Cr N.A,108,,,
Yahaan Sabki Lagi Hai,27-Mar-15,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Barkhaa,27-Mar-15,0.47 Cr,0.91 Cr,0.96 Cr,0.9,,,
Blind People,27-Mar-15,N.A. Cr,N.A. Cr,0 Cr N.A,0.9,,,
Hunterrr,20-Mar-15,1.56 Cr,5.78 Cr,9.41 Cr,13,,,
Dilliwaali Zaalim Girlfriend,20-Mar-15,0.62 Cr,1.63 Cr,1.94 Cr,2.3,,,
International Hero,20-Mar-15,N.A. Cr,N.A. Cr,0.003 Cr,0,,,
Black Home,20-Mar-15,N.A. Cr,N.A. Cr,0.13 Cr,0.1,,,
Dozakh In Search Of Heaven,20-Mar-15,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Bikaau,13-Mar-15,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
NH10,13-Mar-15,3.35 Cr,13.30 Cr,20.60 Cr,32,,,
Badmashiyaan ?€? Fun Never Ends,06-Mar-15,0.1 Cr,0.32 Cr,0.69 Cr,0.6,,,
Hey Bro,06-Mar-15,0.21 Cr,0.60 Cr,1.25 Cr,1.2,,,
Dirty Politics,06-Mar-15,1.18 Cr,3.94 Cr,5.91 Cr,6.3,,,
Coffee Bloom,06-Mar-15,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Dum Laga Ke Haisha,27-Feb-15,1.12 Cr,6.12 Cr,10.64 Cr,30,,,
Ab Tak Chhappan 2,27-Feb-15,1.5 Cr,4.64 Cr,5.94 Cr,6.6,,,
Monsoon,20-Feb-15,N.A. Cr,N.A. Cr,0.27 Cr,0.3,,,
Badlapur,20-Feb-15,7.0 Cr,23.5 Cr,36.31 Cr,50,,,
Koi Aae Na?€?,20-Feb-15,N.A. Cr,N.A. Cr,0.003 Cr,0,,,
My Best Friend,13-Feb-15,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Roy,13-Feb-15,10.40 Cr,28.68 Cr,41.77 Cr,44,,,
MSG The Messenger,13-Feb-15,0 Cr N.A,6 Cr,9.92 Cr,11,,,
Hum Tum Dushman Dushman,06-Feb-15,N.A. Cr,N.A. Cr,0.14 Cr,0.1,,,
Jai Jawaan Jai Kisaan,06-Feb-15,N.A. Cr,N.A. Cr,0.002 Cr,0,,,
Shamitabh,06-Feb-15,3.5 Cr,13.25 Cr,19.2 Cr,22,,,
Chal Guru Ho Ja Shuru,30-Jan-15,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Khamoshiyan,30-Jan-15,1.92 Cr,6.67 Cr,11.3 Cr,14,,,
Hawaizaada,30-Jan-15,0.57 Cr,2.0 Cr,3.43 Cr,3.5,,,
Rahasya,30-Jan-15,0.06 Cr,0.29 Cr,0.65 Cr,0.9,,,
Baby,23-Jan-15,9.3 Cr,36.07 Cr,63.82 Cr,95,,,
Dolly Ki Doli,23-Jan-15,2.55 Cr,10.75 Cr,18.66 Cr,19,,,
Anjaan Parindey,16-Jan-15,N.A. Cr,N.A. Cr,0.002 Cr,0,,,
Crazy Cukkad Family,16-Jan-15,0.05 Cr,0 Cr N.A,0.39 Cr,0.3,,,
Alone,16-Jan-15,3.5 Cr,11.5 Cr,18.1 Cr,19,,,
Sharafat Gayi Tel Lene,16-Jan-15,0.06 Cr,0 Cr N.A,0.31 Cr,0.3,,,
I,14-Jan-15,1.75 Cr,6.75 Cr,11 Cr,11,,,
Tevar,09-Jan-15,7.05 Cr,22.05 Cr,32.64 Cr,39,,,
Kabuli Pathan,02-Jan-15,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Take It Easy,02-Jan-15,N.A. Cr,N.A. Cr,0.32 Cr,0.3,,,
Mumbai Can Dance Saala,02-Jan-15,N.A. Cr,N.A. Cr,0.13 Cr,0.1,,,
Love a Killer Trap,23-Dec-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Dangal,23-Dec-16,29.78 Cr,107.01 Cr,197.54 Cr,387,,,
Pappu Ki Pagdandi,23-Dec-16,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Six Plus One,23-Dec-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Sarthak,16-Dec-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Gol Time Gang Of Littles,16-Dec-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Shor Se Shuruaat,16-Dec-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Wajah Tum Ho,16-Dec-16,2.86 Cr,7.79 Cr,10.29 Cr,10,,,
30 Minutes,09-Dec-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Befikre,09-Dec-16,10.36 Cr,34.36 Cr,48.75 Cr,60,,,
Underworld: Blood Wars (English),02-Dec-16,0 Cr N.A,0 Cr N.A,2.82 Cr,3.1,,,
Aasra,02-Dec-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Kahaani 2,02-Dec-16,4.25 Cr,16.97 Cr,24.26 Cr,32,,,
Moh Maya Money,25-Nov-16,0 Cr N.A,0 Cr N.A,0.25 Cr,0.2,,,
Saansein ?€? The Last Breath,25-Nov-16,0.62 Cr,2.32 Cr,2.5 Cr,2.5,,,
Dear Zindagi,25-Nov-16,8.75 Cr,32.50 Cr,47 Cr,68,,,
Love Hai Yaar Accept It,18-Nov-16,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Fantastic Beasts and Where to Find Them (English),18-Nov-16,0 Cr N.A,0 Cr N.A,11.36 Cr,15,,,
Tum Bin 2,18-Nov-16,0.6 Cr,1.8 Cr,4.25 Cr,4.4,,,
Force 2,18-Nov-16,6.05 Cr,20.05 Cr,30.15 Cr,35,,,
Rock On!! 2,11-Nov-16,2.02 Cr,7.01 Cr,10.01 Cr,10,,,
Dongri Ka Raja,11-Nov-16,0 Cr N.A,0 Cr N.A,0.27 Cr,0.3,,,
Ishq Junoon,11-Nov-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Chaar Sahibzaade ?€? Rise of Banda Singh Bahadur,11-Nov-16,0 Cr N.A,0 Cr N.A,0.5 Cr,0.6,,,
Yeh Hai Lollipop,11-Nov-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Doctor Strange (English),04-Nov-16,2.63 Cr,10.10 Cr,15.23 Cr,25,,,
Mahayoddha Rama,04-Nov-16,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Shivaay,28-Oct-16,10.24 Cr,28.56 Cr,70.41 Cr,100,,,
Ae Dil Hai Mushkil,28-Oct-16,13.30 Cr,35.60 Cr,80.19 Cr,112,,,
Gandhigiri,21-Oct-16,0.12 Cr,0.32 Cr,0.42 Cr,0.4,,,
Final Cut Of Director,21-Oct-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
1:13:7 ?€? Ek Tera Saath,21-Oct-16,0 Cr N.A,0 Cr N.A,0.14 Cr,0.1,,,
Mmirsa,21-Oct-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Biwi. Com,21-Oct-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
My Father Iqbal,21-Oct-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
31st October,21-Oct-16,0.10 Cr,0.70 Cr,1.0 Cr,1,,,
Love Day,21-Oct-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Fuddu,14-Oct-16,0 Cr N.A,0 Cr N.A,0.18 Cr,0.1,,,
Sri Siddhartha Gautama,14-Oct-16,0 Cr N.A,0 Cr N.A,0.09 Cr,0,,,
Beiimaan Love,14-Oct-16,0.70 Cr,1.7 Cr,2.1 Cr,2.1,,,
Miss.Khiladi ?€? The Perfect Player,14-Oct-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Swadesh Ki Khatir,14-Oct-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Anna,14-Oct-16,0.03 Cr,0.1 Cr,0.16 Cr,0.1,,,
Aakhir Kab Tak?,14-Oct-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Saat Uchhakkey,14-Oct-16,0.30 Cr,1.2 Cr,1.6 Cr,2,,,
Inferno (English),14-Oct-16,0 Cr N.A,0 Cr N.A,8.5 Cr,8.5,,,
Motu Patlu ?€? King of Kings,14-Oct-16,0.40 Cr,2.25 Cr,2.9 Cr,4.2,,,
Suraag,14-Oct-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Tutak Tutak Tutiya,07-Oct-16,0.61 Cr,2.41 Cr,4.36 Cr,4.5,,,
Delhi Mere Baap ki,07-Oct-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Mirzya,07-Oct-16,2.20 Cr,6.50 Cr,10 Cr,10,,,
M.S. Dhoni ?€? The Untold Story,30-Sep-16,21.30 Cr,66 Cr,94.13 Cr,133,,,
Delivery Boy,30-Sep-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Brahmaand Nayak Sai Baba,30-Sep-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Wah Taj,23-Sep-16,0 Cr N.A,0 Cr N.A,0.09 Cr,0.1,,,
Chapekar Brothers,23-Sep-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Dil Sala Sanki,23-Sep-16,0 Cr N.A,0 Cr N.A,0.08 Cr,0.1,,,
Parched,23-Sep-16,0.12 Cr,0.62 Cr,1.07 Cr,1.3,,,
Days of Tafree,23-Sep-16,0 Cr N.A,0 Cr N.A,1.86 Cr,1.9,,,
Banjo,23-Sep-16,1.72 Cr,5.92 Cr,8.67 Cr,8.8,,,
Yeh Hai Judgement Hanged Till Death,23-Sep-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Raaz Reboot,16-Sep-16,6.30 Cr,18.09 Cr,26.73 Cr,30,,,
Garam Reth,16-Sep-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Pink,16-Sep-16,4.32 Cr,21.51 Cr,35.91 Cr,65,,,
Hero Hyderabadi,09-Sep-16,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Ek Kahani Julie Ki,09-Sep-16,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Ishq Samundar,09-Sep-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Freaky Ali,09-Sep-16,2.55 Cr,0 Cr N.A,13.5 Cr,14,,,
Baar Baar Dekho,09-Sep-16,6.81 Cr,21.16 Cr,29.40 Cr,31,,,
Abhishaap Kamasutra Ka,04-Sep-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Umformung,02-Sep-16,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Island City,02-Sep-16,0 Cr N.A,0 Cr N.A,0.2 Cr,0.2,,,
Akira,02-Sep-16,5.15 Cr,16.65 Cr,26.39 Cr,28,,,
Yea Toh Two Much Ho Gayaa,02-Sep-16,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Sunshine Music Tours and Travels,02-Sep-16,0 Cr N.A,0 Cr N.A,0.2 Cr,0.2,,,
Missing On A Weekend,26-Aug-16,0 Cr N.A,0 Cr N.A,0.09 Cr,0,,,
Waarrior Savitri,25-Aug-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
A Flying Jatt,25-Aug-16,7.10 Cr,29.45 Cr,36.85 Cr,38,,,
Lucchey laffange,19-Aug-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Meeradha,19-Aug-16,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Happy Bhag Jayegi,19-Aug-16,2.32 Cr,10.71 Cr,17.65 Cr,28,,,
Ben-Hur (English),19-Aug-16,0 Cr N.A,0 Cr N.A,3.8 Cr,3.8,,,
Un-Indian (English),19-Aug-16,0 Cr N.A,0 Cr N.A,0.27 Cr,0.2,,,
Yeh Kaisi Hai Aashiqui,19-Aug-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Mohenjo Daro,12-Aug-16,8.87 Cr,30.54 Cr,51.18 Cr,58,,,
Rustom,12-Aug-16,14.11 Cr,50.42 Cr,90.90 Cr,127,,,
Jason Bourne (English),05-Aug-16,0 Cr N.A,0 Cr N.A,1.25 Cr,1.3,,,
Budhia Singh ?€? Born To Run,05-Aug-16,0.25 Cr,1.2 Cr,1.80 Cr,1.8,,,
Purab Ki Awaz,05-Aug-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Fever,05-Aug-16,0.14 Cr,0.48 Cr,0.80 Cr,0.8,,,
Hai Apna Dil Toh Awara,05-Aug-16,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
The Legend of Michael Mishra,05-Aug-16,0.18 Cr,0.54 Cr,0.65 Cr,0.6,,,
Ghostbusters: Answer the Call (English),29-Jul-16,0 Cr N.A,0 Cr N.A,1.4 Cr,1.4,,,
Dishoom,29-Jul-16,11.05 Cr,37.32 Cr,53.34 Cr,70,,,
Mission Tiger,29-Jul-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Murder Madhuri,29-Jul-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Love Ke Funday,29-Jul-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Lights Out (English),22-Jul-16,0 Cr N.A,0 Cr N.A,3.75 Cr,3.7,,,
M Cream,22-Jul-16,0 Cr N.A,0 Cr N.A,0.23 Cr,0.3,,,
Ishq Click,22-Jul-16,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Madaari,22-Jul-16,2.25 Cr,9.75 Cr,14 Cr,18,,,
Kabali,22-Jul-16,5.2 Cr,19.15 Cr,28 Cr,28,,,
Ice Age: Collision Course (English),15-Jul-16,1.90 Cr,8.50 Cr,0 Cr N.A,12,,,
Great Grand Masti,15-Jul-16,2.50 Cr,8.2 Cr,13.14 Cr,13,,,
Sultan,06-Jul-16,36.54 Cr,180.36 Cr,229.16 Cr,300,,,
Dil Toh Dewaana Hai,01-Jul-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Hot Teri Deewangi,01-Jul-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Legend of Tarzan (English),01-Jul-16,1.6 Cr,0 Cr N.A,7.15 Cr,7.2,,,
Hawas Ki Intehaa,01-Jul-16,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Kerry on Kutton,01-Jul-16,0 Cr N.A,0 Cr N.A,0.06 Cr,0,,,
Shorgul,01-Jul-16,0.3 Cr,0.9 Cr,1.1 Cr,1.1,,,
A Scandall,24-Jun-16,0 Cr N.A,0 Cr N.A,0.06 Cr,0.1,,,
Rough Book,24-Jun-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Raman Raghav 2.0,24-Jun-16,1.10 Cr,3.98 Cr,6.01 Cr,7,,,
7 Hours To Go,24-Jun-16,0 Cr N.A,0 Cr N.A,0.45 Cr,0.4,,,
Junooniyat,24-Jun-16,0.4 Cr,1.5 Cr,3.7 Cr,4.1,,,
Independence Day: Resurgence (English),24-Jun-16,4.70 Cr,16.90 Cr,24.10 Cr,24,,,
Bhouri,17-Jun-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Home Stay ?€? Stay Alive,17-Jun-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Baromas,17-Jun-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Dhanak,17-Jun-16,0.29 Cr,1.89 Cr,0 Cr N.A,1.8,,,
Finding Dory (English),17-Jun-16,1.02 Cr,5.29 Cr,7.68 Cr,10,,,
Udta Punjab,17-Jun-16,10.05 Cr,33.80 Cr,48.50 Cr,60,,,
Warcraft (English),10-Jun-16,0 Cr N.A,0 Cr N.A,4.5 Cr,4.5,,,
Do Lafzon Ki Kahani,10-Jun-16,1.03 Cr,3.74 Cr,5.54 Cr,5.5,,,
The Conjuring 2 (English),10-Jun-16,5.25 Cr,19.75 Cr,35.80 Cr,61,,,
TE3N,10-Jun-16,2.61 Cr,11.13 Cr,16.34 Cr,19,,,
Project Marathwada,03-Jun-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Housefull 3,03-Jun-16,15.21 Cr,53.31 Cr,80.10 Cr,109,,,
Veerappan,27-May-16,1.77 Cr,5.95 Cr,7.45 Cr,7.5,,,
Phobia,27-May-16,0.25 Cr,1.24 Cr,2.34 Cr,2.5,,,
The Angry Birds Movie (English),27-May-16,2.20 Cr,9.04 Cr,14.09 Cr,17,,,
Waiting,27-May-16,0.27 Cr,1.3 Cr,2.05 Cr,2.8,,,
Fredrick,27-May-16,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
X-Men: Apocalypse (English),20-May-16,4.51 Cr,16.21 Cr,0 Cr N.A,33,,,
Sarbjit,20-May-16,3.69 Cr,13.96 Cr,22.09 Cr,27,,,
Azhar,13-May-16,6.30 Cr,20.8 Cr,29.70 Cr,33,,,
Chudail Story,13-May-16,0 Cr N.A,0 Cr N.A,0.09 Cr,0.1,,,
Khel To Abb Shuru Hoga,13-May-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Dear Dad,06-May-16,0 Cr N.A,0 Cr N.A,0.13 Cr,0.1,,,
Mission 36 Garh,06-May-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
1920 London,06-May-16,2.50 Cr,7.73 Cr,12.45 Cr,15,,,
One Night Stand,06-May-16,0.6 Cr,1.96 Cr,2.96 Cr,3,,,
Captain America: Civil War (English),06-May-16,8.53 Cr,27.13 Cr,42.72 Cr,59,,,
Buddha In A Traffic Jam,06-May-16,0 Cr N.A,0 Cr N.A,0.23 Cr,0.3,,,
Baaghi,29-Apr-16,11.94 Cr,38.58 Cr,59.72 Cr,76,,,
Traffic,29-Apr-16,0.4 Cr,1.98 Cr,3.15 Cr,3.7,,,
Shortcut Safaari,29-Apr-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Shaukeen Kaminay,29-Apr-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Jhamela,22-Apr-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Santa Banta Pvt. Ltd.,22-Apr-16,0.1 Cr,0.37 Cr,0.64 Cr,0.6,,,
Aakhri Sauda ?€? The Last Deal,22-Apr-16,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Nil Battey Sannata,22-Apr-16,0.32 Cr,1.88 Cr,2.78 Cr,4.8,,,
Laal Rang,22-Apr-16,0.25 Cr,0.85 Cr,1.62 Cr,1.6,,,
Fan,15-Apr-16,19.20 Cr,52.35 Cr,71.50 Cr,84,,,
Hum Bade Aashiq Mizaaj,15-Apr-16,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Club Dancer,08-Apr-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
The Jungle Book (English),08-Apr-16,10.09 Cr,40.47 Cr,74.08 Cr,188,,,
Love Games,08-Apr-16,1.03 Cr,3.06 Cr,3.94 Cr,4,,,
Hum Hain Wonder Boys,08-Apr-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Love Chakra,01-Apr-16,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Ki & Ka,01-Apr-16,7.30 Cr,25.23 Cr,37.57 Cr,52,,,
Kung Fu Panda 3 (English),01-Apr-16,2.10 Cr,10.10 Cr,13 Cr,32,,,
Tann Mann aur Dhan,25-Mar-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Munni Metric Pass 2,25-Mar-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Batman V Superman: Dawn of Justice (English),25-Mar-16,8.25 Cr,25.5 Cr,38.5 Cr,38,,,
Crime Affairs Aur Badla,25-Mar-16,0 Cr N.A,0 Cr N.A,0.006 Cr,0,,,
Rocky Handsome,24-Mar-16,5.39 Cr,16.12 Cr,22.85 Cr,25,,,
Kapoor & Sons,18-Mar-16,6.85 Cr,26.35 Cr,46.93 Cr,73,,,
Dare You,18-Mar-16,0 Cr N.A,0 Cr N.A,0.05 Cr,0.1,,,
Awesome Mausam,18-Mar-16,0 Cr N.A,0 Cr N.A,0.015 Cr,0,,,
Cute Kameena,18-Mar-16,0 Cr N.A,0 Cr N.A,0.1 Cr,0.1,,,
Mumbai Central,18-Mar-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Miss Teacher,18-Mar-16,0 Cr N.A,0 Cr N.A,0.27 Cr,0.3,,,
Murari The Mad Gentleman,11-Mar-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Teraa Surroor,11-Mar-16,1.79 Cr,6.46 Cr,11.38 Cr,14,,,
Dirty Boss,11-Mar-16,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Global Baba,11-Mar-16,0 Cr N.A,0 Cr N.A,0.07 Cr,0.1,,,
Jai Gangaajal,04-Mar-16,5.5 Cr,17.7 Cr,25.2 Cr,32,,,
Zubaan,04-Mar-16,0 Cr N.A,0 Cr N.A,0.39 Cr,0.4,,,
Tere Bin Laden Dead Or Alive,26-Feb-16,0.54 Cr,1.76 Cr,2.86 Cr,2.9,,,
Rhythm,26-Feb-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
The Revenant (English),26-Feb-16,1 Cr,3.50 Cr,0 Cr N.A,3.5,,,
Jab Tum Kaho,26-Feb-16,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Aligarh,26-Feb-16,0.31 Cr,1.29 Cr,2.09 Cr,2.5,,,
Bollywood Diaries,26-Feb-16,N.A. Cr,N.A. Cr,0.3 Cr,0.3,,,
Dhara 302,26-Feb-16,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Love Shagun,26-Feb-16,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Ishq Forever,19-Feb-16,0 Cr N.A,0 Cr N.A,0.28 Cr,0.2,,,
Ye Kaisa Pal Do Pal Ka Pyar,19-Feb-16,0 Cr N.A,0 Cr N.A,0.015 Cr,0,,,
LoveShhuda,19-Feb-16,0.64 Cr,2.17 Cr,2.98 Cr,3,,,
Neerja,19-Feb-16,4.70 Cr,22.01 Cr,35.32 Cr,75,,,
Direct Ishq,19-Feb-16,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Fitoor,12-Feb-16,3.61 Cr,14.11 Cr,18.61 Cr,19,,,
Sanam Re,12-Feb-16,5.04 Cr,17.05 Cr,25.82 Cr,27,,,
Deadpool (English),12-Feb-16,4.10 Cr,14.25 Cr,22.52 Cr,29,,,
BHK Bhalla@Halla.Kom,05-Feb-16,0 Cr N.A,0 Cr N.A,0.06 Cr,0,,,
Ghayal Once Again,05-Feb-16,7.20 Cr,23.25 Cr,33.25 Cr,35,,,
Sanam Teri Kasam,05-Feb-16,1.25 Cr,4.66 Cr,8.66 Cr,9.1,,,
Mastizaade,29-Jan-16,5.59 Cr,18.45 Cr,28.74 Cr,36,,,
Saala Khadoos,29-Jan-16,2.19 Cr,9.93 Cr,12.63 Cr,14,,,
Jugni,22-Jan-16,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Kyaa Kool Hain Hum 3,22-Jan-16,8.15 Cr,20.15 Cr,29.65 Cr,30,,,
Airlift,22-Jan-16,12.35 Cr,44.30 Cr,83.50 Cr,128,,,
Apne Apne Phanday,15-Jan-16,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Rebellious Flower,15-Jan-16,0 Cr N.A,0 Cr N.A,0.1 Cr,0.1,,,
Chalk N Duster,15-Jan-16,0 Cr N.A,0 Cr N.A,1.33 Cr,1.6,,,
